"No.","Time","Source","Destination","Protocol","Length","Info"
"45","16.730184","10.100.102.210","157.240.195.56","TLSv1.2","149","Application Data"
"46","16.980796","157.240.195.56","10.100.102.210","TLSv1.2","148","Application Data"
"47","16.985916","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"48","17.700475","157.240.195.56","10.100.102.210","TLSv1.2","131","Application Data"
"49","19.387360","157.240.195.56","10.100.102.210","TLSv1.2","296","Application Data"
"50","19.583529","10.100.102.210","157.240.195.56","TLSv1.2","144","Application Data"
"51","19.622306","10.100.102.210","157.240.195.56","TLSv1.2","156","Application Data"
"52","19.754384","157.240.195.56","10.100.102.210","TLSv1.2","131","Application Data"
"53","19.784582","157.240.195.56","10.100.102.210","TLSv1.2","143","Application Data"
"54","20.258290","157.240.195.56","10.100.102.210","TLSv1.2","151","Application Data"
"55","20.295844","10.100.102.210","157.240.195.56","TLSv1.2","269","Application Data"
"56","20.514388","157.240.195.56","10.100.102.210","TLSv1.2","165","Application Data"
"57","20.544579","10.100.102.210","157.240.195.56","TLSv1.2","150","Application Data"
"58","20.703016","157.240.195.56","10.100.102.210","TLSv1.2","148","Application Data"
"59","20.706495","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"60","20.715433","157.240.195.56","10.100.102.210","TLSv1.2","150","Application Data"
"61","20.716316","157.240.195.56","10.100.102.210","TLSv1.2","152","Application Data"
"62","20.720306","10.100.102.210","157.240.195.56","TLSv1.2","149","Application Data"
"63","20.726349","10.100.102.210","157.240.195.56","TLSv1.2","150","Application Data"
"64","20.839946","157.240.195.56","10.100.102.210","TLSv1.2","148","Application Data"
"65","20.844608","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"66","21.077615","157.240.195.56","10.100.102.210","TLSv1.2","149","Application Data"
"67","21.102489","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"68","21.435566","157.240.195.56","10.100.102.210","TLSv1.2","148","Application Data"
"69","21.439275","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"70","22.411913","157.240.195.56","10.100.102.210","TLSv1.2","328","Application Data"
"71","22.735161","10.100.102.210","157.240.195.56","TLSv1.2","144","Application Data"
"72","22.932562","10.100.102.210","157.240.195.56","TLSv1.2","156","Application Data"
"73","23.098313","157.240.195.56","10.100.102.210","TLSv1.2","143","Application Data"
"74","23.098313","157.240.195.56","10.100.102.210","TLSv1.2","151","Application Data"
"75","23.104038","10.100.102.210","157.240.195.56","TLSv1.2","150","Application Data"
"76","24.973345","157.240.195.56","10.100.102.210","TLSv1.2","131","Application Data"
"77","26.032594","10.100.102.210","157.240.195.56","QUIC","1292","Initial, DCID=de12c4a8c69bf6e0, PKN: 1, CRYPTO, PING, PING, PADDING, CRYPTO, PING, PING, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, PING, PING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PING"
"78","26.147903","157.240.195.56","10.100.102.210","QUIC","1274","Initial, SCID=561fc0c3464c60a8, PKN: 14757339, CRYPTO, ACK, PADDING"
"79","26.249264","10.100.102.210","157.240.195.56","TLSv1.3","571","Client Hello"
"80","26.351044","157.240.195.56","10.100.102.210","TLSv1.3","1446","Server Hello, Change Cipher Spec, Application Data"
"81","26.353020","157.240.195.56","10.100.102.210","TLSv1.3","1039","Application Data"
"82","26.354719","10.100.102.210","157.240.195.56","TLSv1.3","118","Change Cipher Spec, Application Data"
"83","26.452896","157.240.195.56","10.100.102.210","TLSv1.3","225","Application Data"
"84","26.453364","157.240.195.56","10.100.102.210","TLSv1.3","128","Application Data"
"85","26.913990","157.240.195.56","10.100.102.210","TLSv1.2","296","Application Data"
"86","27.187979","10.100.102.210","157.240.195.56","TLSv1.2","144","Application Data"
"87","27.592053","10.100.102.210","157.240.195.56","TLSv1.2","128","Application Data"
"88","27.784379","157.240.195.56","10.100.102.210","TLSv1.2","1060","Application Data"
"89","41.523895","10.100.102.210","157.240.195.56","TCP","1446","63388  >  443 [ACK] Seq=3738 Ack=5087 Win=1033 Len=1392 [TCP segment of a reassembled PDU]"
"90","41.523895","10.100.102.210","157.240.195.56","TCP","1446","63388  >  443 [ACK] Seq=5130 Ack=5087 Win=1033 Len=1392 [TCP segment of a reassembled PDU]"
"91","41.523895","10.100.102.210","157.240.195.56","TCP","1446","63388  >  443 [ACK] Seq=6522 Ack=5087 Win=1033 Len=1392 [TCP segment of a reassembled PDU]"
"92","41.523895","10.100.102.210","157.240.195.56","TCP","1446","63388  >  443 [ACK] Seq=7914 Ack=5087 Win=1033 Len=1392 [TCP segment of a reassembled PDU]"
"93","41.523895","10.100.102.210","157.240.195.56","TLSv1.2","500","Application Data"
"94","41.762345","157.240.195.56","10.100.102.210","TLSv1.2","165","Application Data"
"95","42.222973","157.240.195.56","10.100.102.210","TLSv1.2","149","Application Data"
"96","42.228550","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"97","42.325340","157.240.195.56","10.100.102.210","TLSv1.2","148","Application Data"
"98","42.325340","157.240.195.56","10.100.102.210","TLSv1.2","150","Application Data"
"99","42.331318","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"100","42.337172","10.100.102.210","157.240.195.56","TLSv1.2","149","Application Data"
"101","42.736192","157.240.195.56","10.100.102.210","TLSv1.2","148","Application Data"
"102","42.739857","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"103","42.957718","157.240.195.56","10.100.102.210","TLSv1.2","148","Application Data"
"104","42.972898","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"105","44.166497","10.100.102.210","157.240.195.56","TLSv1.2","156","Application Data"
"106","44.373418","157.240.195.56","10.100.102.210","TLSv1.2","143","Application Data"
"107","45.500419","157.240.195.56","10.100.102.210","TLSv1.2","152","Application Data"
"108","45.504628","10.100.102.210","157.240.195.56","TLSv1.2","150","Application Data"
"109","45.614741","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"110","45.810622","157.240.195.56","10.100.102.210","TLSv1.2","151","Application Data"
"111","45.812864","10.100.102.210","157.240.195.56","TLSv1.2","150","Application Data"
"112","46.635150","10.100.102.210","157.240.195.56","TLSv1.2","92","Application Data"
"113","46.728441","157.240.195.56","10.100.102.210","TLSv1.2","89","Application Data"
"114","46.779820","10.100.102.210","157.240.195.56","TLSv1.2","253","Application Data"
"115","46.831196","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=3911 Ack=77 Win=265 Len=1392 [TCP segment of a reassembled PDU]"
"116","46.832390","157.240.195.56","10.100.102.210","TLSv1.2","1446","Application Data"
"117","46.832390","157.240.195.56","10.100.102.210","TLSv1.2","1110","Application Data, Application Data"
"118","46.984543","157.240.195.56","10.100.102.210","TLSv1.2","165","Application Data"
"119","47.240602","157.240.195.56","10.100.102.210","TLSv1.2","152","Application Data"
"120","47.247102","10.100.102.210","157.240.195.56","TLSv1.2","150","Application Data"
"121","47.348116","157.240.195.56","10.100.102.210","TLSv1.2","148","Application Data"
"122","47.353382","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"123","47.397457","157.240.195.56","10.100.102.210","TLSv1.2","148","Application Data"
"124","47.403423","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"125","47.496359","157.240.195.56","10.100.102.210","TCP","1446","443  >  63388 [ACK] Seq=6352 Ack=10971 Win=1692 Len=1392 [TCP segment of a reassembled PDU]"
"126","47.496359","157.240.195.56","10.100.102.210","TLSv1.2","175","Application Data"
"127","47.496359","157.240.195.56","10.100.102.210","TCP","1446","443  >  63388 [ACK] Seq=7865 Ack=10971 Win=1692 Len=1392 [TCP segment of a reassembled PDU]"
"128","47.496359","157.240.195.56","10.100.102.210","TLSv1.2","992","Application Data, Application Data"
"129","47.548680","157.240.195.56","10.100.102.210","TLSv1.2","149","Application Data"
"130","47.563593","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"131","47.583197","10.100.102.210","157.240.195.56","TLSv1.2","144","Application Data"
"132","47.778680","157.240.195.56","10.100.102.210","TLSv1.2","148","Application Data"
"133","47.782978","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"134","47.838196","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"135","48.214572","157.240.195.56","10.100.102.210","TLSv1.2","151","Application Data"
"136","48.216448","10.100.102.210","157.240.195.56","TLSv1.2","150","Application Data"
"137","50.109601","157.240.195.56","10.100.102.210","TLSv1.2","150","Application Data"
"138","50.114967","10.100.102.210","157.240.195.56","TLSv1.2","149","Application Data"
"139","54.408517","157.240.195.56","10.100.102.210","TLSv1.2","131","Application Data"
"140","54.869451","157.240.195.56","10.100.102.210","TLSv1.2","131","Application Data"
"141","56.252379","157.240.195.56","10.100.102.210","TLSv1.2","131","Application Data"
"142","57.830249","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"143","59.109006","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"144","61.548959","10.100.102.210","157.240.195.56","TLSv1.2","156","Application Data"
"145","61.730647","157.240.195.56","10.100.102.210","TLSv1.2","143","Application Data"
"146","62.294751","157.240.195.56","10.100.102.210","TLSv1.2","243","Application Data"
"147","62.342020","10.100.102.210","157.240.195.56","TLSv1.2","126","Application Data"
"148","66.239233","157.240.195.56","10.100.102.210","TLSv1.2","131","Application Data"
"149","66.543963","157.240.195.56","10.100.102.210","TLSv1.2","131","Application Data"
"150","66.953581","157.240.195.56","10.100.102.210","TLSv1.2","131","Application Data"
"151","69.386122","157.240.195.56","10.100.102.210","TCP","259","[TCP Previous segment not captured] 443  >  63388 [PSH, ACK] Seq=12709 Ack=11915 Win=1692 Len=205 [TCP segment of a reassembled PDU]"
"152","69.625506","10.100.102.210","157.240.195.56","TLSv1.2","144","[TCP ACKed unseen segment] , Application Data"
"153","70.600969","10.100.102.210","157.240.195.56","TLSv1.2","92","Application Data"
"154","70.664446","157.240.195.56","10.100.102.210","TLSv1.2","89","Application Data"
"155","70.792972","157.240.195.56","10.100.102.210","TLSv1.2","241","Application Data"
"156","70.793551","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=7973 Ack=115 Win=265 Len=1392 [TCP segment of a reassembled PDU]"
"157","70.793551","157.240.195.56","10.100.102.210","TLSv1.2","1446","Application Data"
"158","70.793551","157.240.195.56","10.100.102.210","TLSv1.2","947","Application Data, Application Data"
"159","71.246506","10.100.102.210","157.240.195.56","TLSv1.2","198","Application Data"
"160","71.356522","157.240.195.56","10.100.102.210","TLSv1.2","89","Application Data"
"161","71.360385","157.240.195.56","10.100.102.210","TLSv1.2","325","Application Data"
"162","71.360385","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=11956 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"163","71.360385","157.240.195.56","10.100.102.210","TLSv1.2","1446","Application Data"
"164","71.365496","157.240.195.56","10.100.102.210","TLSv1.2","1446","Application Data"
"165","71.365496","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [PSH, ACK] Seq=16132 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"166","71.369338","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=17524 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"167","71.369338","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [PSH, ACK] Seq=18916 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"168","71.374900","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=20308 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"169","71.374900","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [PSH, ACK] Seq=21700 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"170","71.379495","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=23092 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"171","71.379495","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [PSH, ACK] Seq=24484 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"172","71.384222","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=25876 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"173","71.384222","157.240.195.56","10.100.102.210","TLSv1.2","1446","Application Data"
"174","71.458409","157.240.195.56","10.100.102.210","TLSv1.2","1446","Application Data"
"175","71.458787","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [PSH, ACK] Seq=30052 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"176","71.458787","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=31444 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"177","71.458787","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [PSH, ACK] Seq=32836 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"178","71.458787","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=34228 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"179","71.459232","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [PSH, ACK] Seq=35620 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"180","71.459232","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=37012 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"181","71.459232","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=38404 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"182","71.459232","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [PSH, ACK] Seq=39796 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"183","71.459232","157.240.195.56","10.100.102.210","TCP","1446","[TCP Previous segment not captured] 443  >  63730 [PSH, ACK] Seq=42580 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"184","71.459232","157.240.195.56","10.100.102.210","TCP","1446","[TCP Out-Of-Order] 443  >  63730 [ACK] Seq=41188 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"185","71.459232","157.240.195.56","10.100.102.210","TLSv1.2","1446","Application Data"
"186","71.459232","157.240.195.56","10.100.102.210","TLSv1.2","1446","Application Data"
"187","71.459232","157.240.195.56","10.100.102.210","TCP","1446","[TCP Previous segment not captured] 443  >  63730 [PSH, ACK] Seq=48148 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"188","71.459232","157.240.195.56","10.100.102.210","TCP","1446","[TCP Out-Of-Order] 443  >  63730 [ACK] Seq=46756 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"189","71.459232","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=49540 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"190","71.459232","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [PSH, ACK] Seq=50932 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"191","71.459232","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=52324 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"192","71.459232","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [PSH, ACK] Seq=53716 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"193","71.459232","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=55108 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"194","71.459232","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [PSH, ACK] Seq=56500 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"195","71.459232","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=57892 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"196","71.459232","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=59284 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"197","71.459232","157.240.195.56","10.100.102.210","TLSv1.2","1446","Application Data"
"198","71.460448","157.240.195.56","10.100.102.210","TLSv1.2","1446","Application Data"
"199","71.460448","157.240.195.56","10.100.102.210","TLSv1.2","1446","Application Data"
"200","71.561846","157.240.195.56","10.100.102.210","TLSv1.2","1446","Application Data"
"201","71.561846","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=66244 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"202","71.561846","157.240.195.56","10.100.102.210","TLSv1.2","1446","Application Data"
"203","71.561846","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=69028 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"204","71.561846","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [PSH, ACK] Seq=70420 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"205","71.561846","157.240.195.56","10.100.102.210","TLSv1.2","1446","Application Data"
"206","71.561846","157.240.195.56","10.100.102.210","TCP","1446","[TCP Previous segment not captured] 443  >  63730 [PSH, ACK] Seq=75988 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"207","71.561846","157.240.195.56","10.100.102.210","TLSv1.2","1446","Application Data"
"208","71.561846","157.240.195.56","10.100.102.210","TLSv1.2","1446","Application Data"
"209","71.561846","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=80164 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"210","71.561846","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [PSH, ACK] Seq=81556 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"211","71.561846","157.240.195.56","10.100.102.210","TCP","1446","[TCP Previous segment not captured] 443  >  63730 [PSH, ACK] Seq=84340 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"212","71.561846","157.240.195.56","10.100.102.210","TCP","1446","[TCP Out-Of-Order] 443  >  63730 [ACK] Seq=82948 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"213","71.561846","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=85732 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"214","71.561846","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [PSH, ACK] Seq=87124 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"215","71.561846","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=88516 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"216","71.561846","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [PSH, ACK] Seq=89908 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"217","71.561846","157.240.195.56","10.100.102.210","TCP","1446","[TCP Previous segment not captured] 443  >  63730 [PSH, ACK] Seq=92692 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"218","71.563575","157.240.195.56","10.100.102.210","TCP","1446","[TCP Out-Of-Order] 443  >  63730 [ACK] Seq=91300 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"219","71.563575","157.240.195.56","10.100.102.210","TLSv1.2","1446","Application Data"
"220","71.563575","157.240.195.56","10.100.102.210","TLSv1.2","1446","Application Data"
"221","71.563575","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=96868 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"222","71.563575","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [PSH, ACK] Seq=98260 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"223","71.563575","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=99652 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"224","71.563575","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [PSH, ACK] Seq=101044 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"225","71.563575","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=102436 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"226","71.563575","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [PSH, ACK] Seq=103828 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"227","71.563575","157.240.195.56","10.100.102.210","TCP","1446","[TCP Previous segment not captured] 443  >  63730 [PSH, ACK] Seq=106612 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"228","71.563575","157.240.195.56","10.100.102.210","TCP","1446","[TCP Out-Of-Order] 443  >  63730 [ACK] Seq=105220 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"229","71.563575","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=108004 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"230","71.563575","157.240.195.56","10.100.102.210","TLSv1.2","1446","Application Data"
"231","71.563575","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=110788 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"232","71.563575","157.240.195.56","10.100.102.210","TLSv1.2","1446","Application Data"
"233","71.563575","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=113572 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"234","71.563575","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [PSH, ACK] Seq=114964 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"235","71.564770","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=116356 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"236","71.564770","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [PSH, ACK] Seq=117748 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"237","71.566770","157.240.195.56","10.100.102.210","TCP","1446","[TCP Previous segment not captured] 443  >  63730 [PSH, ACK] Seq=120532 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"238","71.566770","157.240.195.56","10.100.102.210","TCP","1446","[TCP Out-Of-Order] 443  >  63730 [ACK] Seq=119140 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"239","71.569507","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=121924 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"240","71.569507","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [ACK] Seq=123316 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"241","71.569507","157.240.195.56","10.100.102.210","TCP","1446","443  >  63730 [PSH, ACK] Seq=124708 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"242","71.572028","157.240.195.56","10.100.102.210","TLSv1.2","1446","Application Data"
"243","71.572028","157.240.195.56","10.100.102.210","TLSv1.2","1446","Application Data"
"244","71.663994","157.240.195.56","10.100.102.210","TCP","1446","[TCP Previous segment not captured] 443  >  63730 [PSH, ACK] Seq=130276 Ack=259 Win=269 Len=1392 [TCP segment of a reassembled PDU]"
"245","71.663994","157.240.195.56","10.100.102.210","TLSv1.2","1446","[TCP Previous segment not captured] , Ignored Unknown Record"
"246","71.664971","157.240.195.56","10.100.102.210","TLSv1.2","1446","Ignored Unknown Record"
"247","71.664971","157.240.195.56","10.100.102.210","TLSv1.2","1446","Ignored Unknown Record"
"248","71.664971","157.240.195.56","10.100.102.210","TLSv1.2","1446","Ignored Unknown Record"
"249","71.664971","157.240.195.56","10.100.102.210","TLSv1.2","1446","[TCP Previous segment not captured] , Ignored Unknown Record"
