"No.","Time","Source","Destination","Protocol","Length","Info"
"24","14.539139","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"25","15.382020","10.100.102.210","157.240.195.56","TCP","1446","52286  >  443 [ACK] Seq=438 Ack=2209 Win=514 Len=1392 [TCP segment of a reassembled PDU]"
"26","15.382020","10.100.102.210","157.240.195.56","TLSv1.2","1120","Application Data"
"27","15.562534","157.240.195.56","10.100.102.210","TLSv1.2","118","Application Data"
"28","16.742899","157.240.195.56","10.100.102.210","TCP","1446","443  >  52286 [ACK] Seq=2273 Ack=2896 Win=731 Len=1392 [TCP segment of a reassembled PDU]"
"29","16.742899","157.240.195.56","10.100.102.210","TLSv1.2","401","Application Data, Application Data"
"30","17.021637","10.100.102.210","157.240.195.56","TLSv1.2","144","Application Data"
"31","17.167343","157.240.195.56","10.100.102.210","TCP","1446","443  >  52286 [ACK] Seq=4012 Ack=2986 Win=731 Len=1392 [TCP segment of a reassembled PDU]"
"32","17.167343","157.240.195.56","10.100.102.210","TLSv1.2","977","Application Data, Application Data"
"33","17.414319","157.240.195.56","10.100.102.210","TCP","1446","443  >  52286 [ACK] Seq=6327 Ack=2986 Win=731 Len=1392 [TCP segment of a reassembled PDU]"
"34","17.414319","157.240.195.56","10.100.102.210","TLSv1.2","721","Application Data, Application Data"
"35","17.474227","10.100.102.210","157.240.195.56","TLSv1.2","144","Application Data"
"36","17.687478","157.240.195.56","10.100.102.210","TLSv1.2","401","[TCP Previous segment not captured] , Ignored Unknown Record"
"37","17.964943","10.100.102.210","157.240.195.56","TLSv1.2","144","[TCP ACKed unseen segment] , Application Data"
"38","18.386127","10.100.102.210","157.240.195.56","TLSv1.2","144","Application Data"
"39","25.090475","157.240.195.56","10.100.102.210","TLSv1.2","249","Application Data"
"40","25.145853","10.100.102.210","157.240.195.56","TLSv1.2","148","Application Data"
"41","42.737109","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"42","42.955618","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"43","57.759144","10.100.102.210","157.240.195.56","QUIC","1292","Initial, DCID=6d3e1af2621a7495, PKN: 1, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, PING, CRYPTO, PING, PING, PING, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, PADDING, PING, PING, PING, PADDING"
"44","57.855923","157.240.195.56","10.100.102.210","QUIC","1274","Initial, SCID=55ef00626d33530a, PKN: 9271871, CRYPTO, ACK, PADDING"
"45","69.379089","157.240.195.56","10.100.102.210","TLSv1.2","691","Application Data"
"46","69.481971","10.100.102.210","157.240.195.56","TLSv1.2","146","Application Data"
"47","70.505477","10.100.102.210","157.240.195.56","TLSv1.3","523","Client Hello"
"48","70.604984","157.240.195.56","10.100.102.210","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"49","70.608187","10.100.102.210","157.240.195.56","TLSv1.3","118","Change Cipher Spec, Application Data"
"50","70.609479","10.100.102.210","157.240.195.56","TLSv1.3","134","Application Data"
"51","70.610790","10.100.102.210","157.240.195.56","TLSv1.3","284","Application Data"
"52","70.706382","157.240.195.56","10.100.102.210","TLSv1.3","225","Application Data"
"53","70.706662","157.240.195.56","10.100.102.210","TLSv1.3","128","Application Data"
"54","70.706662","157.240.195.56","10.100.102.210","TLSv1.3","85","Application Data"
"55","70.706662","157.240.195.56","10.100.102.210","TLSv1.3","89","Application Data"
"56","70.708847","10.100.102.210","157.240.195.56","TLSv1.3","85","Application Data"
"57","70.809851","157.240.195.56","10.100.102.210","TLSv1.3","466","Application Data"
"58","70.809851","157.240.195.56","10.100.102.210","TCP","1446","443  >  52926 [ACK] Seq=936 Ack=875 Win=265 Len=1392 [TCP segment of a reassembled PDU]"
"59","70.809851","157.240.195.56","10.100.102.210","TLSv1.3","1446","Application Data"
"60","70.809851","157.240.195.56","10.100.102.210","TLSv1.3","947","Application Data, Application Data"
"61","71.725441","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"62","71.886219","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"63","85.810529","157.240.195.56","10.100.102.210","TLSv1.2","149","Application Data"
"64","85.816057","10.100.102.210","157.240.195.56","TLSv1.2","148","Application Data"
"65","90.371724","157.240.195.56","10.100.102.210","TLSv1.2","1243","Application Data"
"66","90.624664","10.100.102.210","157.240.195.56","TLSv1.2","144","Application Data"
"67","91.472558","10.100.102.210","157.240.195.56","TLSv1.3","95","Application Data"
"68","91.546029","157.240.195.56","10.100.102.210","TLSv1.3","89","Application Data"
"69","91.699315","157.240.195.56","10.100.102.210","TCP","1446","443  >  52926 [ACK] Seq=4648 Ack=916 Win=265 Len=1392 [TCP segment of a reassembled PDU]"
"70","91.699315","157.240.195.56","10.100.102.210","TLSv1.3","1446","Application Data"
"71","91.699315","157.240.195.56","10.100.102.210","TLSv1.3","1111","Application Data, Application Data"
"72","99.548884","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"73","99.714703","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"74","116.889531","157.240.195.56","10.100.102.210","TLSv1.2","147","Application Data"
"75","116.895129","10.100.102.210","157.240.195.56","TLSv1.2","146","Application Data"
"76","117.814434","10.100.102.210","157.240.195.56","QUIC","1292","Initial, DCID=4cec56b66dd1b0f7, PKN: 1, CRYPTO, PADDING, PING, PING, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, PING, PING, PING, PADDING, CRYPTO, PING, PING, PING, CRYPTO, CRYPTO"
"77","117.916248","157.240.195.56","10.100.102.210","QUIC","1274","Initial, SCID=7649007f53f233e5, PKN: 15559682, CRYPTO, ACK, PADDING"
"78","127.795541","157.240.195.56","10.100.102.210","TLSv1.2","195","Application Data"
"79","127.864574","10.100.102.210","157.240.195.56","TLSv1.2","129","Application Data"
"80","128.733724","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"81","128.921859","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"82","130.304698","157.240.195.56","10.100.102.210","TLSv1.2","242","Application Data"
"83","130.441667","10.100.102.210","157.240.195.56","TLSv1.2","126","Application Data"
"84","141.414663","157.240.195.56","10.100.102.210","TLSv1.2","147","Application Data"
"85","141.419180","10.100.102.210","157.240.195.56","TLSv1.2","146","Application Data"
"86","145.737929","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"87","145.920572","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"88","145.973779","157.240.195.56","10.100.102.210","TLSv1.2","1419","Application Data"
"89","146.505354","10.100.102.210","157.240.195.56","TLSv1.2","144","Application Data"
"90","147.226908","10.100.102.210","157.240.195.56","TLSv1.3","92","Application Data"
"91","147.312242","157.240.195.56","10.100.102.210","TLSv1.3","89","Application Data"
"92","147.430400","157.240.195.56","10.100.102.210","TLSv1.3","241","Application Data"
"93","147.430400","157.240.195.56","10.100.102.210","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"94","147.435509","157.240.195.56","10.100.102.210","TLSv1.3","947","Continuation Data"
"95","148.685299","157.240.195.56","10.100.102.210","TLSv1.2","149","Application Data"
"96","148.693927","10.100.102.210","157.240.195.56","TLSv1.2","148","Application Data"
"97","158.925547","157.240.195.56","10.100.102.210","TLSv1.2","159","Application Data"
"98","158.985608","10.100.102.210","157.240.195.56","TLSv1.2","128","Application Data"
"99","160.819711","157.240.195.56","10.100.102.210","TLSv1.2","298","Application Data"
"100","160.820519","157.240.195.56","10.100.102.210","TLSv1.2","147","Application Data"
"101","160.835685","10.100.102.210","157.240.195.56","TLSv1.2","128","Application Data"
"102","160.836435","10.100.102.210","157.240.195.56","TLSv1.2","146","Application Data"
"103","163.712006","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"104","163.892088","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"105","164.814488","157.240.195.56","10.100.102.210","TLSv1.2","826","Application Data"
"106","164.968336","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"107","180.123004","157.240.195.56","10.100.102.210","TLSv1.2","334","Application Data"
"108","180.269130","10.100.102.210","157.240.195.56","TLSv1.2","126","Application Data"
"109","184.737420","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"110","184.938862","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"111","195.790981","157.240.195.56","10.100.102.210","TLSv1.2","1153","[TCP Previous segment not captured] , Ignored Unknown Record"
"112","196.168297","10.100.102.210","157.240.195.56","TLSv1.2","144","[TCP ACKed unseen segment] , Application Data"
"113","196.979123","10.100.102.210","157.240.195.56","TLSv1.3","92","[TCP ACKed unseen segment] , Application Data"
"114","197.043602","157.240.195.56","10.100.102.210","TLSv1.3","89","Application Data"
"115","197.173535","157.240.195.56","10.100.102.210","TCP","1446","443  >  52926 [ACK] Seq=12423 Ack=992 Win=265 Len=1392 [TCP segment of a reassembled PDU]"
"116","197.173535","157.240.195.56","10.100.102.210","TLSv1.3","1446","Application Data"
"117","197.173535","157.240.195.56","10.100.102.210","TLSv1.3","1112","Application Data, Application Data"
"118","203.061810","157.240.195.56","10.100.102.210","TLSv1.2","484","Application Data"
"119","203.185885","10.100.102.210","157.240.195.56","TLSv1.2","153","Application Data"
"120","203.729282","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"121","203.930906","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"122","221.647645","157.240.195.56","10.100.102.210","TLSv1.2","271","Application Data"
"123","221.710814","157.240.195.56","10.100.102.210","TLSv1.2","133","Application Data"
"124","221.747337","10.100.102.210","157.240.195.56","TLSv1.2","132","Application Data"
"125","221.755339","10.100.102.210","157.240.195.56","TLSv1.2","131","Application Data"
"126","224.975700","157.240.195.56","10.100.102.210","TLSv1.2","223","Application Data"
"127","224.982183","10.100.102.210","157.240.195.56","TLSv1.2","146","Application Data"
"128","224.991686","10.100.102.210","157.240.195.56","TLSv1.2","149","Application Data"
"129","227.732932","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"130","227.945293","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"131","244.944145","157.240.195.56","10.100.102.210","TCP","1446","443  >  52286 [ACK] Seq=19744 Ack=5707 Win=731 Len=1392 [TCP segment of a reassembled PDU]"
"132","244.944145","157.240.195.56","10.100.102.210","TLSv1.2","91","Application Data"
"133","245.333343","10.100.102.210","157.240.195.56","TLSv1.2","144","Application Data"
"134","249.404984","10.100.102.210","157.240.195.56","TLSv1.3","92","Application Data"
"135","249.500152","157.240.195.56","10.100.102.210","TLSv1.3","89","Application Data"
"136","249.603590","157.240.195.56","10.100.102.210","TLSv1.3","1446","[TCP Previous segment not captured] , Continuation Data"
"137","249.603590","157.240.195.56","10.100.102.210","TLSv1.3","1110","Continuation Data"
"138","250.140407","157.240.195.56","10.100.102.210","TCP","1446","443  >  52286 [ACK] Seq=21173 Ack=5797 Win=731 Len=1392 [TCP segment of a reassembled PDU]"
"139","250.140407","157.240.195.56","10.100.102.210","TLSv1.2","496","Application Data, Application Data"
"140","250.311657","10.100.102.210","157.240.195.56","TLSv1.2","153","Application Data"
"141","250.395653","10.100.102.210","157.240.195.56","TLSv1.2","129","Application Data"
"142","250.628777","157.240.195.56","10.100.102.210","TLSv1.2","1063","Application Data"
"143","252.419730","157.240.195.56","10.100.102.210","TLSv1.2","149","Application Data"
"144","252.435408","10.100.102.210","157.240.195.56","TLSv1.2","127","Application Data"
"145","254.568966","157.240.195.56","10.100.102.210","TLSv1.2","740","Application Data"
"146","254.604782","10.100.102.210","157.240.195.56","TLSv1.2","149","Application Data"
"147","269.855065","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"148","270.032396","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"149","289.732427","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"150","289.948696","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"151","308.726090","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"152","308.944813","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"153","325.736844","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"154","325.943147","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"155","332.292939","157.240.195.56","10.100.102.210","TCP","1446","443  >  52286 [ACK] Seq=25085 Ack=6419 Win=731 Len=1392 [TCP segment of a reassembled PDU]"
"156","332.292939","157.240.195.56","10.100.102.210","TLSv1.2","657","Application Data, Application Data"
"157","332.664370","10.100.102.210","157.240.195.56","TLSv1.2","144","Application Data"
"158","333.830880","10.100.102.210","157.240.195.56","TLSv1.3","523","Client Hello"
"159","333.933384","157.240.195.56","10.100.102.210","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"160","333.935904","10.100.102.210","157.240.195.56","TLSv1.3","118","Change Cipher Spec, Application Data"
"161","333.936778","10.100.102.210","157.240.195.56","TLSv1.3","134","Application Data"
"162","333.937424","10.100.102.210","157.240.195.56","TLSv1.3","284","Application Data"
"163","334.035682","157.240.195.56","10.100.102.210","TLSv1.3","225","Application Data"
"164","334.035682","157.240.195.56","10.100.102.210","TLSv1.3","128","Application Data"
"165","334.035682","157.240.195.56","10.100.102.210","TLSv1.3","85","Application Data"
"166","334.035682","157.240.195.56","10.100.102.210","TLSv1.3","89","Application Data"
"167","334.037935","10.100.102.210","157.240.195.56","TLSv1.3","85","Application Data"
"168","334.138650","157.240.195.56","10.100.102.210","TLSv1.3","467","Application Data"
"169","334.138650","157.240.195.56","10.100.102.210","TCP","1446","443  >  52946 [ACK] Seq=937 Ack=875 Win=265 Len=1392 [TCP segment of a reassembled PDU]"
"170","334.138650","157.240.195.56","10.100.102.210","TLSv1.3","207","Application Data, Application Data"
"171","334.138650","157.240.195.56","10.100.102.210","TCP","1446","443  >  52946 [ACK] Seq=2482 Ack=875 Win=265 Len=1392 [TCP segment of a reassembled PDU]"
"172","334.138650","157.240.195.56","10.100.102.210","TLSv1.3","825","Application Data, Application Data"
"173","342.717437","10.100.102.210","157.240.195.56","TCP","1446","52286  >  443 [ACK] Seq=6509 Ack=27080 Win=516 Len=1392 [TCP segment of a reassembled PDU]"
"174","342.717437","10.100.102.210","157.240.195.56","TLSv1.2","497","Application Data"
"175","342.942761","157.240.195.56","10.100.102.210","TLSv1.2","118","Application Data"
"176","362.847081","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"177","363.065453","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"178","376.276526","157.240.195.56","10.100.102.210","TLSv1.2","249","Application Data"
"179","376.341154","10.100.102.210","157.240.195.56","TLSv1.2","148","Application Data"
"180","377.458677","10.100.102.210","157.240.195.56","TLSv1.3","95","Application Data"
"181","377.519303","157.240.195.56","10.100.102.210","TLSv1.3","89","Application Data"
"182","377.656205","157.240.195.56","10.100.102.210","TLSv1.3","241","Application Data"
"183","377.658054","157.240.195.56","10.100.102.210","TCP","1446","443  >  52946 [ACK] Seq=4867 Ack=916 Win=265 Len=1392 [TCP segment of a reassembled PDU]"
"184","377.658054","157.240.195.56","10.100.102.210","TLSv1.3","1446","Application Data"
"185","377.658054","157.240.195.56","10.100.102.210","TLSv1.3","947","Application Data, Application Data"
"186","381.737235","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"187","381.957459","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"188","382.112270","157.240.195.56","10.100.102.210","TCP","1446","443  >  52286 [ACK] Seq=27483 Ack=8578 Win=745 Len=1392 [TCP segment of a reassembled PDU]"
"189","382.112270","157.240.195.56","10.100.102.210","TLSv1.2","427","Application Data, Application Data"
"190","382.428070","10.100.102.210","157.240.195.56","TLSv1.2","147","Application Data"
"191","382.674277","157.240.195.56","10.100.102.210","TLSv1.2","172","Application Data"
"192","382.680393","10.100.102.210","157.240.195.56","TLSv1.2","148","Application Data"
"193","385.900122","157.240.195.56","10.100.102.210","TLSv1.2","265","Application Data"
"194","385.947905","10.100.102.210","157.240.195.56","TLSv1.2","129","Application Data"
"195","401.732821","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"196","401.925040","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"197","429.725973","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"198","429.934264","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"199","433.995642","157.240.195.56","10.100.102.210","TLSv1.2","147","Application Data"
"200","434.000484","10.100.102.210","157.240.195.56","TLSv1.2","146","Application Data"
"201","443.143363","157.240.195.56","10.100.102.210","TLSv1.2","1227","Application Data"
"202","443.288402","10.100.102.210","157.240.195.56","TLSv1.2","144","Application Data"
"203","444.635614","10.100.102.210","157.240.195.56","TLSv1.3","523","Client Hello"
"204","444.728983","157.240.195.56","10.100.102.210","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"205","444.731780","10.100.102.210","157.240.195.56","TLSv1.3","118","Change Cipher Spec, Application Data"
"206","444.733591","10.100.102.210","157.240.195.56","TLSv1.3","134","Application Data"
"207","444.733756","10.100.102.210","157.240.195.56","TLSv1.3","284","Application Data"
"208","444.831589","157.240.195.56","10.100.102.210","TLSv1.3","225","Application Data"
"209","444.832399","157.240.195.56","10.100.102.210","TLSv1.3","128","Application Data"
"210","444.832399","157.240.195.56","10.100.102.210","TLSv1.3","98","Application Data"
"211","444.833798","10.100.102.210","157.240.195.56","TLSv1.3","85","Application Data"
"212","444.942374","157.240.195.56","10.100.102.210","TCP","1446","443  >  52956 [ACK] Seq=502 Ack=875 Win=265 Len=1392 [TCP segment of a reassembled PDU]"
"213","444.942374","157.240.195.56","10.100.102.210","TLSv1.3","1446","Application Data"
"214","444.942374","157.240.195.56","10.100.102.210","TLSv1.3","1339","Application Data, Application Data"
"215","454.477860","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"216","454.662244","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"217","471.031647","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"218","471.251559","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"219","476.065424","157.240.195.56","10.100.102.210","TLSv1.2","410","Application Data"
"220","476.225231","10.100.102.210","157.240.195.56","TLSv1.2","129","Application Data"
"221","477.330037","10.100.102.210","157.240.195.56","TLSv1.3","571","Client Hello"
"222","477.447422","157.240.195.56","10.100.102.210","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"223","477.454059","10.100.102.210","157.240.195.56","TLSv1.3","118","Change Cipher Spec, Application Data"
"224","477.454448","10.100.102.210","157.240.195.56","TLSv1.3","152","Application Data"
"225","477.454789","10.100.102.210","157.240.195.56","TLSv1.3","599","Application Data"
"226","477.454868","10.100.102.210","157.240.195.56","TLSv1.3","710","Application Data"
"227","477.538051","157.240.195.56","10.100.102.210","TLSv1.3","128","[TCP Previous segment not captured] , Application Data"
"228","477.538051","157.240.195.56","10.100.102.210","TLSv1.3","98","Application Data"
"229","477.538715","10.100.102.210","157.240.195.56","TLSv1.3","85","[TCP ACKed unseen segment] , Application Data"
"230","477.554798","157.240.195.56","10.100.102.210","TLSv1.3","628","Application Data"
"231","478.021059","10.100.102.210","157.240.195.56","TLSv1.3","95","Application Data"
"232","478.055676","157.240.195.56","10.100.102.210","TLSv1.2","394","Application Data"
"233","478.084942","157.240.195.56","10.100.102.210","TLSv1.3","89","Application Data"
"234","478.120968","10.100.102.210","157.240.195.56","TLSv1.2","129","Application Data"
"235","478.214897","157.240.195.56","10.100.102.210","TLSv1.3","241","Application Data"
"236","478.215223","157.240.195.56","10.100.102.210","TCP","1446","443  >  52956 [ACK] Seq=4793 Ack=916 Win=265 Len=1392 [TCP segment of a reassembled PDU]"
"237","478.215223","157.240.195.56","10.100.102.210","TLSv1.3","1446","Application Data"
"238","478.215223","157.240.195.56","10.100.102.210","TLSv1.3","947","Application Data, Application Data"
"239","484.564159","157.240.195.56","10.100.102.210","TLSv1.2","243","Application Data"
"240","484.737961","10.100.102.210","157.240.195.56","TLSv1.2","126","Application Data"
"241","486.919354","157.240.195.56","10.100.102.210","TLSv1.2","147","Application Data"
"242","486.924976","10.100.102.210","157.240.195.56","TLSv1.2","146","Application Data"
"243","487.687129","157.240.195.56","10.100.102.210","TLSv1.2","243","Application Data"
"244","487.853230","10.100.102.210","157.240.195.56","TLSv1.2","126","Application Data"
"245","488.941130","10.100.102.210","157.240.195.56","TLSv1.2","124","Application Data"
"246","489.120863","157.240.195.56","10.100.102.210","TLSv1.2","126","Application Data"
"247","490.967341","157.240.195.56","10.100.102.210","TLSv1.2","242","Application Data"
"248","491.082939","10.100.102.210","157.240.195.56","TLSv1.2","126","Application Data"
"249","502.997350","157.240.195.56","10.100.102.210","TCP","1446","443  >  52286 [ACK] Seq=32558 Ack=9830 Win=745 Len=1392 [TCP segment of a reassembled PDU]"
"250","502.997350","157.240.195.56","10.100.102.210","TLSv1.2","1002","Application Data, Application Data"
"251","503.304987","10.100.102.210","157.240.195.56","TLSv1.2","150","Application Data"
"252","504.443127","10.100.102.210","157.240.195.56","TLSv1.3","92","Application Data"
"253","504.501881","157.240.195.56","10.100.102.210","TLSv1.3","89","Application Data"
"254","504.634518","157.240.195.56","10.100.102.210","TLSv1.3","240","Application Data"
"255","504.636759","157.240.195.56","10.100.102.210","TCP","1446","443  >  52956 [ACK] Seq=8691 Ack=954 Win=265 Len=1392 [TCP segment of a reassembled PDU]"
"256","504.636759","157.240.195.56","10.100.102.210","TLSv1.3","1446","Application Data"
"257","504.636759","157.240.195.56","10.100.102.210","TLSv1.3","947","Application Data, Application Data"
"258","508.218654","157.240.195.56","10.100.102.210","TLSv1.2","172","Application Data"
"259","508.224327","10.100.102.210","157.240.195.56","TLSv1.2","148","Application Data"
